gutenberg_id,text,title
768,"with Catherines; and rousing myself to dispel the obtrusive name, I",Wuthering Heights
768,"discovered my candle-wick reclining on one of the antique volumes, and",Wuthering Heights
768,perfuming the place with an odour of roasted calf-skin.,Wuthering Heights
768,,Wuthering Heights
768,"I snuffed it off, and, very ill at ease under the influence of cold and",Wuthering Heights
768,"lingering nausea, sat up and spread open the injured tome on my knee.",Wuthering Heights
768,"It was a Testament, in lean type, and smelling dreadfully musty: a",Wuthering Heights
768,"fly-leaf bore the inscription—“Catherine Earnshaw, her book,” and a",Wuthering Heights
768,date some quarter of a century back.,Wuthering Heights
768,,Wuthering Heights
768,"I shut it, and took up another and another, till I had examined all.",Wuthering Heights
768,"Catherine’s library was select, and its state of dilapidation proved it",Wuthering Heights
768,"to have been well used, though not altogether for a legitimate purpose:",Wuthering Heights
768,scarcely one chapter had escaped a pen-and-ink commentary—at least the,Wuthering Heights
768,appearance of one—covering every morsel of blank that the printer had,Wuthering Heights
768,left. Some were detached sentences; other parts took the form of a,Wuthering Heights
768,"regular diary, scrawled in an unformed, childish hand. At the top of an",Wuthering Heights
768,"extra page (quite a treasure, probably, when first lighted on) I was",Wuthering Heights
768,greatly amused to behold an excellent caricature of my friend,Wuthering Heights
768,"Joseph,—rudely, yet powerfully sketched. An immediate interest kindled",Wuthering Heights
768,"within me for the unknown Catherine, and I began forthwith to decipher",Wuthering Heights
768,her faded hieroglyphics.,Wuthering Heights
768,,Wuthering Heights
768,"“An awful Sunday,” commenced the paragraph beneath. “I wish my father",Wuthering Heights
768,were back again. Hindley is a detestable substitute—his conduct to,Wuthering Heights
768,Heathcliff is atrocious—H. and I are going to rebel—we took our,Wuthering Heights
768,initiatory step this evening.,Wuthering Heights
768,,Wuthering Heights
768,"“All day had been flooding with rain; we could not go to church, so",Wuthering Heights
768,"Joseph must needs get up a congregation in the garret; and, while",Wuthering Heights
768,Hindley and his wife basked downstairs before a comfortable fire—doing,Wuthering Heights
768,"anything but reading their Bibles, I’ll answer for it—Heathcliff,",Wuthering Heights
768,"myself, and the unhappy ploughboy were commanded to take our",Wuthering Heights
768,"prayer-books, and mount: we were ranged in a row, on a sack of corn,",Wuthering Heights
768,"groaning and shivering, and hoping that Joseph would shiver too, so",Wuthering Heights
768,that he might give us a short homily for his own sake. A vain idea! The,Wuthering Heights
768,service lasted precisely three hours; and yet my brother had the face,Wuthering Heights
768,"to exclaim, when he saw us descending, ‘What, done already?’ On Sunday",Wuthering Heights
768,"evenings we used to be permitted to play, if we did not make much",Wuthering Heights
768,noise; now a mere titter is sufficient to send us into corners.,Wuthering Heights
768,,Wuthering Heights
768,"“‘You forget you have a master here,’ says the tyrant. ‘I’ll demolish",Wuthering Heights
768,the first who puts me out of temper! I insist on perfect sobriety and,Wuthering Heights
768,"silence. Oh, boy! was that you? Frances darling, pull his hair as you",Wuthering Heights
768,"go by: I heard him snap his fingers.’ Frances pulled his hair heartily,",Wuthering Heights
768,"and then went and seated herself on her husband’s knee, and there they",Wuthering Heights
768,"were, like two babies, kissing and talking nonsense by the hour—foolish",Wuthering Heights
768,palaver that we should be ashamed of. We made ourselves as snug as our,Wuthering Heights
768,means allowed in the arch of the dresser. I had just fastened our,Wuthering Heights
768,"pinafores together, and hung them up for a curtain, when in comes",Wuthering Heights
768,"Joseph, on an errand from the stables. He tears down my handiwork,",Wuthering Heights
768,"boxes my ears, and croaks:",Wuthering Heights
768,,Wuthering Heights
768,"“‘T’ maister nobbut just buried, and Sabbath not o’ered, und t’ sound",Wuthering Heights
768,"o’ t’ gospel still i’ yer lugs, and ye darr be laiking! Shame on ye!",Wuthering Heights
768,"sit ye down, ill childer! there’s good books eneugh if ye’ll read ’em:",Wuthering Heights
768,"sit ye down, and think o’ yer sowls!’",Wuthering Heights
768,,Wuthering Heights
768,"“Saying this, he compelled us so to square our positions that we might",Wuthering Heights
768,receive from the far-off fire a dull ray to show us the text of the,Wuthering Heights
768,lumber he thrust upon us. I could not bear the employment. I took my,Wuthering Heights
768,"dingy volume by the scroop, and hurled it into the dog-kennel, vowing I",Wuthering Heights
768,hated a good book. Heathcliff kicked his to the same place. Then there,Wuthering Heights
768,was a hubbub!,Wuthering Heights
768,,Wuthering Heights
768,"“‘Maister Hindley!’ shouted our chaplain. ‘Maister, coom hither! Miss",Wuthering Heights
768,"Cathy’s riven th’ back off “Th’ Helmet o’ Salvation,” un’ Heathcliff’s",Wuthering Heights
768,pawsed his fit into t’ first part o’ “T’ Brooad Way to Destruction!”,Wuthering Heights
768,It’s fair flaysome that ye let ’em go on this gait. Ech! th’ owd man,Wuthering Heights
768,wad ha’ laced ’em properly—but he’s goan!’,Wuthering Heights
768,,Wuthering Heights
768,"“Hindley hurried up from his paradise on the hearth, and seizing one of",Wuthering Heights
768,"us by the collar, and the other by the arm, hurled both into the",Wuthering Heights
768,"back-kitchen; where, Joseph asseverated, ‘owd Nick’ would fetch us as",Wuthering Heights
768,"sure as we were living: and, so comforted, we each sought a separate",Wuthering Heights
768,"nook to await his advent. I reached this book, and a pot of ink from a",Wuthering Heights
768,"shelf, and pushed the house-door ajar to give me light, and I have got",Wuthering Heights
768,the time on with writing for twenty minutes; but my companion is,Wuthering Heights
768,"impatient, and proposes that we should appropriate the dairywoman’s",Wuthering Heights
768,"cloak, and have a scamper on the moors, under its shelter. A pleasant",Wuthering Heights
768,"suggestion—and then, if the surly old man come in, he may believe his",Wuthering Heights
768,"prophecy verified—we cannot be damper, or colder, in the rain than we",Wuthering Heights
768,are here.”,Wuthering Heights
768,,Wuthering Heights
768,* * * * * *,Wuthering Heights
768,,Wuthering Heights
768,,Wuthering Heights
768,"I suppose Catherine fulfilled her project, for the next sentence took",Wuthering Heights
768,up another subject: she waxed lachrymose.,Wuthering Heights
768,,Wuthering Heights
768,“How little did I dream that Hindley would ever make me cry so!” she,Wuthering Heights
768,"wrote. “My head aches, till I cannot keep it on the pillow; and still I",Wuthering Heights
768,"can’t give over. Poor Heathcliff! Hindley calls him a vagabond, and",Wuthering Heights
768,"won’t let him sit with us, nor eat with us any more; and, he says, he",Wuthering Heights
768,"and I must not play together, and threatens to turn him out of the",Wuthering Heights
768,house if we break his orders. He has been blaming our father (how dared,Wuthering Heights
768,he?) for treating H. too liberally; and swears he will reduce him to,Wuthering Heights
768,his right place—”,Wuthering Heights
768,,Wuthering Heights
768,* * * * * *,Wuthering Heights
768,,Wuthering Heights
768,,Wuthering Heights
768,I began to nod drowsily over the dim page: my eye wandered from,Wuthering Heights
768,"manuscript to print. I saw a red ornamented title—“Seventy Times Seven,",Wuthering Heights
768,and the First of the Seventy-First. A Pious Discourse delivered by the,Wuthering Heights
768,"Reverend Jabez Branderham, in the Chapel of Gimmerden Sough.” And while",Wuthering Heights
768,"I was, half-consciously, worrying my brain to guess what Jabez",Wuthering Heights
768,"Branderham would make of his subject, I sank back in bed, and fell",Wuthering Heights
768,"asleep. Alas, for the effects of bad tea and bad temper! What else",Wuthering Heights
768,could it be that made me pass such a terrible night? I don’t remember,Wuthering Heights
768,another that I can at all compare with it since I was capable of,Wuthering Heights
768,suffering.,Wuthering Heights
768,,Wuthering Heights
768,"I began to dream, almost before I ceased to be sensible of my locality.",Wuthering Heights
768,"I thought it was morning; and I had set out on my way home, with Joseph",Wuthering Heights
768,"for a guide. The snow lay yards deep in our road; and, as we floundered",Wuthering Heights
768,"on, my companion wearied me with constant reproaches that I had not",Wuthering Heights
768,brought a pilgrim’s staff: telling me that I could never get into the,Wuthering Heights
768,"house without one, and boastfully flourishing a heavy-headed cudgel,",Wuthering Heights
768,which I understood to be so denominated. For a moment I considered it,Wuthering Heights
768,absurd that I should need such a weapon to gain admittance into my own,Wuthering Heights
768,residence. Then a new idea flashed across me. I was not going there: we,Wuthering Heights
768,"were journeying to hear the famous Jabez Branderham preach, from the",Wuthering Heights
768,"text—“Seventy Times Seven;” and either Joseph, the preacher, or I had",Wuthering Heights
768,"committed the “First of the Seventy-First,” and were to be publicly",Wuthering Heights
768,exposed and excommunicated.,Wuthering Heights
768,,Wuthering Heights
768,"We came to the chapel. I have passed it really in my walks, twice or",Wuthering Heights
768,"thrice; it lies in a hollow, between two hills: an elevated hollow,",Wuthering Heights
768,"near a swamp, whose peaty moisture is said to answer all the purposes",Wuthering Heights
768,of embalming on the few corpses deposited there. The roof has been kept,Wuthering Heights
768,whole hitherto; but as the clergyman’s stipend is only twenty pounds,Wuthering Heights
768,"per annum, and a house with two rooms, threatening speedily to",Wuthering Heights
768,"determine into one, no clergyman will undertake the duties of pastor:",Wuthering Heights
768,especially as it is currently reported that his flock would rather let,Wuthering Heights
768,him starve than increase the living by one penny from their own,Wuthering Heights
768,"pockets. However, in my dream, Jabez had a full and attentive",Wuthering Heights
768,congregation; and he preached—good God! what a sermon; divided into,Wuthering Heights
768,"_four hundred and ninety_ parts, each fully equal to an ordinary",Wuthering Heights
768,"address from the pulpit, and each discussing a separate sin! Where he",Wuthering Heights
768,"searched for them, I cannot tell. He had his private manner of",Wuthering Heights
768,"interpreting the phrase, and it seemed necessary the brother should sin",Wuthering Heights
768,different sins on every occasion. They were of the most curious,Wuthering Heights
768,character: odd transgressions that I never imagined previously.,Wuthering Heights
768,,Wuthering Heights
768,"Oh, how weary I grew. How I writhed, and yawned, and nodded, and",Wuthering Heights
768,"revived! How I pinched and pricked myself, and rubbed my eyes, and",Wuthering Heights
768,"stood up, and sat down again, and nudged Joseph to inform me if he",Wuthering Heights
768,"would _ever_ have done. I was condemned to hear all out: finally, he",Wuthering Heights
768,"reached the “_First of the Seventy-First_.” At that crisis, a sudden",Wuthering Heights
768,inspiration descended on me; I was moved to rise and denounce Jabez,Wuthering Heights
768,Branderham as the sinner of the sin that no Christian need pardon.,Wuthering Heights
768,,Wuthering Heights
768,"“Sir,” I exclaimed, “sitting here within these four walls, at one",Wuthering Heights
768,"stretch, I have endured and forgiven the four hundred and ninety heads",Wuthering Heights
768,of your discourse. Seventy times seven times have I plucked up my hat,Wuthering Heights
768,and been about to depart—Seventy times seven times have you,Wuthering Heights
768,preposterously forced me to resume my seat. The four hundred and,Wuthering Heights
768,"ninety-first is too much. Fellow-martyrs, have at him! Drag him down,",Wuthering Heights
768,"and crush him to atoms, that the place which knows him may know him no",Wuthering Heights
768,more!”,Wuthering Heights
768,,Wuthering Heights
768,"“_Thou art the Man!_” cried Jabez, after a solemn pause, leaning over",Wuthering Heights
768,his cushion. “Seventy times seven times didst thou gapingly contort thy,Wuthering Heights
768,"visage—seventy times seven did I take counsel with my soul—Lo, this is",Wuthering Heights
768,human weakness: this also may be absolved! The First of the,Wuthering Heights
768,"Seventy-First is come. Brethren, execute upon him the judgment written.",Wuthering Heights
768,Such honour have all His saints!”,Wuthering Heights
768,,Wuthering Heights
768,"With that concluding word, the whole assembly, exalting their pilgrim’s",Wuthering Heights
768,"staves, rushed round me in a body; and I, having no weapon to raise in",Wuthering Heights
768,"self-defence, commenced grappling with Joseph, my nearest and most",Wuthering Heights
768,"ferocious assailant, for his. In the confluence of the multitude,",Wuthering Heights
768,"several clubs crossed; blows, aimed at me, fell on other sconces.",Wuthering Heights
768,Presently the whole chapel resounded with rappings and counter,Wuthering Heights
768,"rappings: every man’s hand was against his neighbour; and Branderham,",Wuthering Heights
768,"unwilling to remain idle, poured forth his zeal in a shower of loud",Wuthering Heights
768,"taps on the boards of the pulpit, which responded so smartly that, at",Wuthering Heights
768,"last, to my unspeakable relief, they woke me. And what was it that had",Wuthering Heights
768,suggested the tremendous tumult? What had played Jabez’s part in the,Wuthering Heights
768,row? Merely the branch of a fir-tree that touched my lattice as the,Wuthering Heights
768,"blast wailed by, and rattled its dry cones against the panes! I",Wuthering Heights
768,"listened doubtingly an instant; detected the disturber, then turned and",Wuthering Heights
768,"dozed, and dreamt again: if possible, still more disagreeably than",Wuthering Heights
768,before.,Wuthering Heights
768,,Wuthering Heights
768,"This time, I remembered I was lying in the oak closet, and I heard",Wuthering Heights
768,"distinctly the gusty wind, and the driving of the snow; I heard, also,",Wuthering Heights
768,"the fir bough repeat its teasing sound, and ascribed it to the right",Wuthering Heights
768,"cause: but it annoyed me so much, that I resolved to silence it, if",Wuthering Heights
768,"possible; and, I thought, I rose and endeavoured to unhasp the",Wuthering Heights
768,casement. The hook was soldered into the staple: a circumstance,Wuthering Heights
768,"observed by me when awake, but forgotten. “I must stop it,",Wuthering Heights
768,"nevertheless!” I muttered, knocking my knuckles through the glass, and",Wuthering Heights
768,stretching an arm out to seize the importunate branch; instead of,Wuthering Heights
768,"which, my fingers closed on the fingers of a little, ice-cold hand!",Wuthering Heights
768,,Wuthering Heights
768,The intense horror of nightmare came over me: I tried to draw back my,Wuthering Heights
768,"arm, but the hand clung to it, and a most melancholy voice sobbed,",Wuthering Heights
768,,Wuthering Heights
768,“Let me in—let me in!”,Wuthering Heights
768,,Wuthering Heights
768,"“Who are you?” I asked, struggling, meanwhile, to disengage myself.",Wuthering Heights
768,,Wuthering Heights
768,"“Catherine Linton,” it replied, shiveringly (why did I think of",Wuthering Heights
768,_Linton_? I had read _Earnshaw_ twenty times for Linton)—“I’m come,Wuthering Heights
768,home: I’d lost my way on the moor!”,Wuthering Heights
768,,Wuthering Heights
768,"As it spoke, I discerned, obscurely, a child’s face looking through the",Wuthering Heights
768,"window. Terror made me cruel; and, finding it useless to attempt",Wuthering Heights
768,"shaking the creature off, I pulled its wrist on to the broken pane, and",Wuthering Heights
768,rubbed it to and fro till the blood ran down and soaked the bedclothes:,Wuthering Heights
768,"still it wailed, “Let me in!” and maintained its tenacious gripe,",Wuthering Heights
768,almost maddening me with fear.,Wuthering Heights
768,,Wuthering Heights
768,"“How can I!” I said at length. “Let _me_ go, if you want me to let you",Wuthering Heights
768,in!”,Wuthering Heights
768,,Wuthering Heights
768,"The fingers relaxed, I snatched mine through the hole, hurriedly piled",Wuthering Heights
768,"the books up in a pyramid against it, and stopped my ears to exclude",Wuthering Heights
768,the lamentable prayer.,Wuthering Heights
768,,Wuthering Heights
768,"I seemed to keep them closed above a quarter of an hour; yet, the",Wuthering Heights
768,"instant I listened again, there was the doleful cry moaning on!",Wuthering Heights
768,,Wuthering Heights
768,"“Begone!” I shouted. “I’ll never let you in, not if you beg for twenty",Wuthering Heights
768,years.”,Wuthering Heights
768,,Wuthering Heights
768,"“It is twenty years,” mourned the voice: “twenty years. I’ve been a",Wuthering Heights
768,waif for twenty years!”,Wuthering Heights
768,,Wuthering Heights
768,"Thereat began a feeble scratching outside, and the pile of books moved",Wuthering Heights
768,as if thrust forward.,Wuthering Heights
768,,Wuthering Heights
768,"I tried to jump up; but could not stir a limb; and so yelled aloud, in",Wuthering Heights
768,a frenzy of fright.,Wuthering Heights
768,,Wuthering Heights
768,"To my confusion, I discovered the yell was not ideal: hasty footsteps",Wuthering Heights
768,"approached my chamber door; somebody pushed it open, with a vigorous",Wuthering Heights
768,"hand, and a light glimmered through the squares at the top of the bed.",Wuthering Heights
768,"I sat shuddering, yet, and wiping the perspiration from my forehead:",Wuthering Heights
768,"the intruder appeared to hesitate, and muttered to himself.",Wuthering Heights
768,,Wuthering Heights
768,"At last, he said, in a half-whisper, plainly not expecting an answer,",Wuthering Heights
768,,Wuthering Heights
768,“Is any one here?”,Wuthering Heights
768,,Wuthering Heights
768,I considered it best to confess my presence; for I knew Heathcliff’s,Wuthering Heights
768,"accents, and feared he might search further, if I kept quiet.",Wuthering Heights
768,,Wuthering Heights
768,"With this intention, I turned and opened the panels. I shall not soon",Wuthering Heights
768,forget the effect my action produced.,Wuthering Heights
768,,Wuthering Heights
768,"Heathcliff stood near the entrance, in his shirt and trousers; with a",Wuthering Heights
768,"candle dripping over his fingers, and his face as white as the wall",Wuthering Heights
768,behind him. The first creak of the oak startled him like an electric,Wuthering Heights
768,"shock: the light leaped from his hold to a distance of some feet, and",Wuthering Heights
768,"his agitation was so extreme, that he could hardly pick it up.",Wuthering Heights
768,,Wuthering Heights
768,"“It is only your guest, sir,” I called out, desirous to spare him the",Wuthering Heights
768,humiliation of exposing his cowardice further. “I had the misfortune to,Wuthering Heights
768,"scream in my sleep, owing to a frightful nightmare. I’m sorry I",Wuthering Heights
768,disturbed you.”,Wuthering Heights
768,,Wuthering Heights
768,"“Oh, God confound you, Mr. Lockwood! I wish you were at the—” commenced",Wuthering Heights
768,"my host, setting the candle on a chair, because he found it impossible",Wuthering Heights
768,to hold it steady. “And who showed you up into this room?” he,Wuthering Heights
768,"continued, crushing his nails into his palms, and grinding his teeth to",Wuthering Heights
768,subdue the maxillary convulsions. “Who was it? I’ve a good mind to turn,Wuthering Heights
768,them out of the house this moment!”,Wuthering Heights
768,,Wuthering Heights
768,"“It was your servant Zillah,” I replied, flinging myself on to the",Wuthering Heights
768,"floor, and rapidly resuming my garments. “I should not care if you did,",Wuthering Heights
768,Mr. Heathcliff; she richly deserves it. I suppose that she wanted to,Wuthering Heights
768,"get another proof that the place was haunted, at my expense. Well, it",Wuthering Heights
768,"is—swarming with ghosts and goblins! You have reason in shutting it up,",Wuthering Heights
768,I assure you. No one will thank you for a doze in such a den!”,Wuthering Heights
768,,Wuthering Heights
768,"“What do you mean?” asked Heathcliff, “and what are you doing? Lie down",Wuthering Heights
768,"and finish out the night, since you _are_ here; but, for Heaven’s sake!",Wuthering Heights
768,"don’t repeat that horrid noise: nothing could excuse it, unless you",Wuthering Heights
768,were having your throat cut!”,Wuthering Heights
768,,Wuthering Heights
768,"“If the little fiend had got in at the window, she probably would have",Wuthering Heights
768,strangled me!” I returned. “I’m not going to endure the persecutions of,Wuthering Heights
768,your hospitable ancestors again. Was not the Reverend Jabez Branderham,Wuthering Heights
768,"akin to you on the mother’s side? And that minx, Catherine Linton, or",Wuthering Heights
768,"Earnshaw, or however she was called—she must have been a",Wuthering Heights
768,changeling—wicked little soul! She told me she had been walking the,Wuthering Heights
768,earth these twenty years: a just punishment for her mortal,Wuthering Heights
768,"transgressions, I’ve no doubt!”",Wuthering Heights
768,,Wuthering Heights
768,Scarcely were these words uttered when I recollected the association of,Wuthering Heights
768,"Heathcliff’s with Catherine’s name in the book, which had completely",Wuthering Heights
768,"slipped from my memory, till thus awakened. I blushed at my",Wuthering Heights
768,"inconsideration: but, without showing further consciousness of the",Wuthering Heights
768,"offence, I hastened to add—“The truth is, sir, I passed the first part",Wuthering Heights
768,of the night in—” Here I stopped afresh—I was about to say “perusing,Wuthering Heights
768,"those old volumes,” then it would have revealed my knowledge of their",Wuthering Heights
768,"written, as well as their printed, contents; so, correcting myself, I",Wuthering Heights
768,went on—“in spelling over the name scratched on that window-ledge. A,Wuthering Heights
768,"monotonous occupation, calculated to set me asleep, like counting, or—”",Wuthering Heights
768,,Wuthering Heights
768,“What _can_ you mean by talking in this way to _me!_” thundered,Wuthering Heights
768,"Heathcliff with savage vehemence. “How—how _dare_ you, under my",Wuthering Heights
768,roof?—God! he’s mad to speak so!” And he struck his forehead with rage.,Wuthering Heights
768,,Wuthering Heights
768,I did not know whether to resent this language or pursue my,Wuthering Heights
768,explanation; but he seemed so powerfully affected that I took pity and,Wuthering Heights
768,proceeded with my dreams; affirming I had never heard the appellation,Wuthering Heights
768,"of “Catherine Linton” before, but reading it often over produced an",Wuthering Heights
768,impression which personified itself when I had no longer my imagination,Wuthering Heights
768,under control. Heathcliff gradually fell back into the shelter of the,Wuthering Heights
768,"bed, as I spoke; finally sitting down almost concealed behind it. I",Wuthering Heights
768,"guessed, however, by his irregular and intercepted breathing, that he",Wuthering Heights
768,struggled to vanquish an excess of violent emotion. Not liking to show,Wuthering Heights
768,"him that I had heard the conflict, I continued my toilette rather",Wuthering Heights
768,"noisily, looked at my watch, and soliloquised on the length of the",Wuthering Heights
768,night: “Not three o’clock yet! I could have taken oath it had been six.,Wuthering Heights
768,Time stagnates here: we must surely have retired to rest at eight!”,Wuthering Heights
768,,Wuthering Heights
768,"“Always at nine in winter, and rise at four,” said my host, suppressing",Wuthering Heights
768,"a groan: and, as I fancied, by the motion of his arm’s shadow, dashing",Wuthering Heights
768,"a tear from his eyes. “Mr. Lockwood,” he added, “you may go into my",Wuthering Heights
768,"room: you’ll only be in the way, coming downstairs so early: and your",Wuthering Heights
768,childish outcry has sent sleep to the devil for me.”,Wuthering Heights
768,,Wuthering Heights
768,"“And for me, too,” I replied. “I’ll walk in the yard till daylight, and",Wuthering Heights
768,then I’ll be off; and you need not dread a repetition of my intrusion.,Wuthering Heights
768,"I’m now quite cured of seeking pleasure in society, be it country or",Wuthering Heights
768,town. A sensible man ought to find sufficient company in himself.”,Wuthering Heights
768,,Wuthering Heights
768,"“Delightful company!” muttered Heathcliff. “Take the candle, and go",Wuthering Heights
768,"where you please. I shall join you directly. Keep out of the yard,",Wuthering Heights
768,"though, the dogs are unchained; and the house—Juno mounts sentinel",Wuthering Heights
768,"there, and—nay, you can only ramble about the steps and passages. But,",Wuthering Heights
768,away with you! I’ll come in two minutes!”,Wuthering Heights
768,,Wuthering Heights
768,"I obeyed, so far as to quit the chamber; when, ignorant where the",Wuthering Heights
768,"narrow lobbies led, I stood still, and was witness, involuntarily, to a",Wuthering Heights
768,"piece of superstition on the part of my landlord which belied, oddly,",Wuthering Heights
768,"his apparent sense. He got on to the bed, and wrenched open the",Wuthering Heights
768,"lattice, bursting, as he pulled at it, into an uncontrollable passion",Wuthering Heights
768,"of tears. “Come in! come in!” he sobbed. “Cathy, do come. Oh, do—_once_",Wuthering Heights
768,"more! Oh! my heart’s darling! hear me _this_ time, Catherine, at last!”",Wuthering Heights
768,The spectre showed a spectre’s ordinary caprice: it gave no sign of,Wuthering Heights
768,"being; but the snow and wind whirled wildly through, even reaching my",Wuthering Heights
768,"station, and blowing out the light.",Wuthering Heights
768,,Wuthering Heights
768,There was such anguish in the gush of grief that accompanied this,Wuthering Heights
768,"raving, that my compassion made me overlook its folly, and I drew off,",Wuthering Heights
768,"half angry to have listened at all, and vexed at having related my",Wuthering Heights
768,"ridiculous nightmare, since it produced that agony; though _why_ was",Wuthering Heights
768,"beyond my comprehension. I descended cautiously to the lower regions,",Wuthering Heights
768,"and landed in the back-kitchen, where a gleam of fire, raked compactly",Wuthering Heights
768,"together, enabled me to rekindle my candle. Nothing was stirring except",Wuthering Heights
768,"a brindled, grey cat, which crept from the ashes, and saluted me with a",Wuthering Heights
768,querulous mew.,Wuthering Heights
768,,Wuthering Heights
768,"Two benches, shaped in sections of a circle, nearly enclosed the",Wuthering Heights
768,"hearth; on one of these I stretched myself, and Grimalkin mounted the",Wuthering Heights
768,"other. We were both of us nodding ere any one invaded our retreat, and",Wuthering Heights
768,"then it was Joseph, shuffling down a wooden ladder that vanished in the",Wuthering Heights
768,"roof, through a trap: the ascent to his garret, I suppose. He cast a",Wuthering Heights
768,sinister look at the little flame which I had enticed to play between,Wuthering Heights
768,"the ribs, swept the cat from its elevation, and bestowing himself in",Wuthering Heights
768,"the vacancy, commenced the operation of stuffing a three-inch pipe with",Wuthering Heights
768,tobacco. My presence in his sanctum was evidently esteemed a piece of,Wuthering Heights
768,impudence too shameful for remark: he silently applied the tube to his,Wuthering Heights
768,"lips, folded his arms, and puffed away. I let him enjoy the luxury",Wuthering Heights
768,"unannoyed; and after sucking out his last wreath, and heaving a",Wuthering Heights
768,"profound sigh, he got up, and departed as solemnly as he came.",Wuthering Heights
768,,Wuthering Heights
768,A more elastic footstep entered next; and now I opened my mouth for a,Wuthering Heights
768,"“good-morning,” but closed it again, the salutation unachieved; for",Wuthering Heights
768,"Hareton Earnshaw was performing his orison _sotto voce_, in a series of",Wuthering Heights
768,"curses directed against every object he touched, while he rummaged a",Wuthering Heights
768,corner for a spade or shovel to dig through the drifts. He glanced over,Wuthering Heights
768,"the back of the bench, dilating his nostrils, and thought as little of",Wuthering Heights
768,"exchanging civilities with me as with my companion the cat. I guessed,",Wuthering Heights
768,"by his preparations, that egress was allowed, and, leaving my hard",Wuthering Heights
768,"couch, made a movement to follow him. He noticed this, and thrust at an",Wuthering Heights
768,"inner door with the end of his spade, intimating by an inarticulate",Wuthering Heights
768,"sound that there was the place where I must go, if I changed my",Wuthering Heights
768,locality.,Wuthering Heights
768,,Wuthering Heights
768,"It opened into the house, where the females were already astir; Zillah",Wuthering Heights
768,urging flakes of flame up the chimney with a colossal bellows; and Mrs.,Wuthering Heights
768,"Heathcliff, kneeling on the hearth, reading a book by the aid of the",Wuthering Heights
768,blaze. She held her hand interposed between the furnace-heat and her,Wuthering Heights
768,"eyes, and seemed absorbed in her occupation; desisting from it only to",Wuthering Heights
768,"chide the servant for covering her with sparks, or to push away a dog,",Wuthering Heights
768,"now and then, that snoozled its nose overforwardly into her face. I was",Wuthering Heights
768,"surprised to see Heathcliff there also. He stood by the fire, his back",Wuthering Heights
768,"towards me, just finishing a stormy scene with poor Zillah; who ever",Wuthering Heights
768,"and anon interrupted her labour to pluck up the corner of her apron,",Wuthering Heights
768,and heave an indignant groan.,Wuthering Heights
768,,Wuthering Heights
768,"“And you, you worthless—” he broke out as I entered, turning to his",Wuthering Heights
768,"daughter-in-law, and employing an epithet as harmless as duck, or",Wuthering Heights
768,"sheep, but generally represented by a dash—. “There you are, at your",Wuthering Heights
768,idle tricks again! The rest of them do earn their bread—you live on my,Wuthering Heights
768,"charity! Put your trash away, and find something to do. You shall pay",Wuthering Heights
768,"me for the plague of having you eternally in my sight—do you hear,",Wuthering Heights
768,damnable jade?”,Wuthering Heights
768,,Wuthering Heights
768,"“I’ll put my trash away, because you can make me if I refuse,” answered",Wuthering Heights
768,"the young lady, closing her book, and throwing it on a chair. “But I’ll",Wuthering Heights
768,"not do anything, though you should swear your tongue out, except what I",Wuthering Heights
768,please!”,Wuthering Heights
768,,Wuthering Heights
768,"Heathcliff lifted his hand, and the speaker sprang to a safer distance,",Wuthering Heights
768,obviously acquainted with its weight. Having no desire to be,Wuthering Heights
768,"entertained by a cat-and-dog combat, I stepped forward briskly, as if",Wuthering Heights
768,"eager to partake the warmth of the hearth, and innocent of any",Wuthering Heights
768,knowledge of the interrupted dispute. Each had enough decorum to,Wuthering Heights
768,"suspend further hostilities: Heathcliff placed his fists, out of",Wuthering Heights
768,"temptation, in his pockets; Mrs. Heathcliff curled her lip, and walked",Wuthering Heights
768,"to a seat far off, where she kept her word by playing the part of a",Wuthering Heights
768,statue during the remainder of my stay. That was not long. I declined,Wuthering Heights
768,"joining their breakfast, and, at the first gleam of dawn, took an",Wuthering Heights
768,"opportunity of escaping into the free air, now clear, and still, and",Wuthering Heights
768,cold as impalpable ice.,Wuthering Heights
768,,Wuthering Heights
768,My landlord halloed for me to stop ere I reached the bottom of the,Wuthering Heights
768,"garden, and offered to accompany me across the moor. It was well he",Wuthering Heights
768,"did, for the whole hill-back was one billowy, white ocean; the swells",Wuthering Heights
768,and falls not indicating corresponding rises and depressions in the,Wuthering Heights
768,"ground: many pits, at least, were filled to a level; and entire ranges",Wuthering Heights
768,"of mounds, the refuse of the quarries, blotted from the chart which my",Wuthering Heights
768,yesterday’s walk left pictured in my mind. I had remarked on one side,Wuthering Heights
768,"of the road, at intervals of six or seven yards, a line of upright",Wuthering Heights
768,"stones, continued through the whole length of the barren: these were",Wuthering Heights
768,"erected and daubed with lime on purpose to serve as guides in the dark,",Wuthering Heights
768,"and also when a fall, like the present, confounded the deep swamps on",Wuthering Heights
768,"either hand with the firmer path: but, excepting a dirty dot pointing",Wuthering Heights
768,"up here and there, all traces of their existence had vanished: and my",Wuthering Heights
768,companion found it necessary to warn me frequently to steer to the,Wuthering Heights
768,"right or left, when I imagined I was following, correctly, the windings",Wuthering Heights
768,of the road.,Wuthering Heights
768,,Wuthering Heights
768,"We exchanged little conversation, and he halted at the entrance of",Wuthering Heights
768,"Thrushcross Park, saying, I could make no error there. Our adieux were",Wuthering Heights
